Months_As_Customer,Age,Policy_Number,Policy_Bind_Date,Policy_State,Policy_Csl,Policy_Deductable,Income,Policy_Annual_Premium,Insured_Zip,Insured_Sex,Insured_Education_Level,Insured_Occupation,Insured_Hobbies,Insured_Relationship,Incident_Date,Incident_Type,Collision_Type,Incident_Severity,Incident_State,Incident_City,Bodily_Injuries,Witnesses,Total_Claim_Amount,Injury_Claim,Vehicle_Claim,Auto_Make,Auto_Model,CAR_USE,URBANICITY,Auto_Year
282,43,982678,19-07-2006,OH,250/500,500,120665,1452.27,611996,MALE,MD,farming-fishing,video-games,not-in-family,08-01-2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Northbend,1,2,46800,4680,32760,Audi,A5,Private,Urban,2007
312,47,646069,08-06-2002,OH,500/1000,1000,0,1212.07,459298,FEMALE,MD,exec-managerial,polo,wife,01-03-2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,2,3,56320,7040,42240,Mercedes,ML350,Commercial,Urban,2000
266,46,331683,12-02-2009,OH,100/300,2000,20822,1578.54,468158,MALE,Associate,handlers-cleaners,chess,husband,21-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,1,3,83490,7590,60720,Nissan,Pathfinder,Private,Urban,1996
30,36,364055,14-05-2001,IN,500/1000,500,5206,1488.26,440831,FEMALE,College,machine-op-inspct,golf,wife,28-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbrook,2,2,57900,5790,46320,Saab,95,Commercial,Urban,2008
198,36,521854,16-02-2001,IN,250/500,1000,120322,1096.39,603848,MALE,High School,armed-forces,kayaking,own-child,26-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,1,3,49410,5490,38430,Audi,A3,Commercial,Urban,2015
290,45,737252,18-11-1993,OH,500/1000,2000,40071,1215.36,617739,MALE,Associate,tech-support,reading,own-child,31-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,0,1,66200,6620,52960,Suburu,Impreza,Private,Urban,2012
260,46,344480,18-02-1990,OH,100/300,2000,40071,1482.57,607133,MALE,MD,priv-house-serv,reading,husband,20-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,0,1,64080,10680,42720,Toyota,Camry,Private,Urban,2005
233,43,898519,21-05-2000,OH,250/500,1000,35263,954.18,437470,FEMALE,College,tech-support,dancing,other-relative,17-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,2,3,42500,8500,29750,Nissan,Pathfinder,Commercial,Urban,2000
130,30,957816,26-08-2012,IL,500/1000,2000,19824,1193.4,461372,MALE,PhD,exec-managerial,bungie-jumping,own-child,02-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Columbus,2,3,48950,8900,35600,Suburu,Legacy,Private,Urban,2005
230,42,175960,16-11-2004,IN,100/300,1000,0,1023.11,476130,FEMALE,MD,adm-clerical,golf,own-child,06-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,1,2,58850,10700,37450,Accura,MDX,Private,Urban,1999
212,40,489618,23-01-2003,IL,500/1000,1000,56405,1524.45,452438,FEMALE,Masters,other-service,golf,husband,11-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Northbrook,0,2,82400,8240,65920,Nissan,Pathfinder,Private,Urban,2006
299,44,717044,07-11-2008,OH,500/1000,1000,0,1653.32,460517,FEMALE,College,other-service,bungie-jumping,other-relative,25-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,2,0,54240,6780,40680,Suburu,Impreza,Private,Urban,2009
91,26,101421,19-10-1999,IL,250/500,1000,13843,1022.46,444896,FEMALE,Associate,armed-forces,video-games,other-relative,23-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Arlington,0,2,74200,7420,59360,Jeep,Wrangler,Private,Rural,1996
398,53,793948,20-12-1990,IL,100/300,2000,52682,1396.43,448722,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,29-01-2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,2,1,47430,5270,36890,Toyota,Camry,Private,Urban,2000
218,43,737483,14-02-1996,IL,250/500,500,0,1521.55,477856,FEMALE,Associate,priv-house-serv,polo,other-relative,02-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,1,3,68200,13640,47740,Dodge,RAM,Commercial,Urban,2003
152,33,695117,10-06-2001,IN,100/300,1000,249,1034.27,617721,FEMALE,JD,armed-forces,exercise,husband,06-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,1,0,63900,7100,49700,Accura,TL,Private,Urban,2014
212,39,167466,17-03-2010,OH,100/300,1000,83664,1255.35,454176,FEMALE,JD,protective-serv,skydiving,not-in-family,14-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,0,3,59300,11860,41510,Dodge,RAM,Commercial,Urban,2008
242,44,664732,30-07-2003,IL,500/1000,2000,58973,1396.89,618127,FEMALE,College,priv-house-serv,chess,other-relative,04-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Springfield,1,2,66900,6690,46830,Suburu,Forrestor,Commercial,Urban,1999
80,27,143038,17-09-2014,OH,500/1000,500,37793,795.31,441923,MALE,JD,farming-fishing,skydiving,husband,12-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,1,3,40810,3710,29680,Ford,F150,Commercial,Urban,2000
260,43,979963,03-06-2009,IN,100/300,500,0,982.22,604279,FEMALE,JD,exec-managerial,skydiving,not-in-family,12-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,1,0,75400,15080,52780,Honda,CRV,Private,Rural,2011
133,34,467841,11-10-1994,IN,500/1000,500,9002,1074.07,440833,FEMALE,JD,prof-specialty,bungie-jumping,husband,28-01-2015,Parked Car,Others,Minor Damage,WV,Northbend,2,0,4200,420,2940,Jeep,Wrangler,Commercial,Urban,2013
290,45,219028,18-07-1991,OH,100/300,1000,86861,1311.3,451550,FEMALE,Associate,machine-op-inspct,chess,wife,10-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Hillsdale,0,0,52650,5850,40950,Ford,F150,Private,Urban,2001
322,49,130156,24-09-2001,IL,250/500,2000,37352,1277.12,431853,FEMALE,PhD,armed-forces,kayaking,own-child,19-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,0,2,42240,7680,26880,Chevrolet,Malibu,Commercial,Urban,2007
228,39,762951,19-09-2012,IN,500/1000,500,0,1388.62,614274,FEMALE,JD,sales,reading,husband,19-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,1,0,59490,6610,46270,Mercedes,ML350,Private,Rural,1995
195,37,376879,11-07-1991,IL,100/300,1000,69641,1406.52,619148,MALE,MD,tech-support,base-jumping,unmarried,28-01-2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,0,2,44200,4420,35360,Jeep,Wrangler,Commercial,Urban,2002
247,39,599031,29-10-1991,IN,100/300,500,0,1558.29,456781,FEMALE,Masters,protective-serv,reading,unmarried,16-02-2015,Vehicle Theft,Others,Trivial Damage,WV,Springfield,1,2,7700,770,5390,Saab,93,Private,Rural,2000
405,57,676255,28-12-1999,IN,500/1000,1000,72968,1132.47,434293,MALE,MD,priv-house-serv,exercise,other-relative,08-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Northbend,2,3,61440,10240,40960,Saab,93,Commercial,Rural,2008
144,37,985446,11-10-2012,OH,250/500,2000,163436,1896.91,460895,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,24-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,1,3,54400,5440,38080,Chevrolet,Silverado,Private,Urban,2015
338,47,884180,19-08-1995,IL,500/1000,500,22343,1143.46,601600,MALE,MD,priv-house-serv,polo,other-relative,18-02-2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Arlington,2,1,58560,9760,39040,Mercedes,E400,Private,Urban,2002
121,34,571462,11-02-1991,IN,500/1000,500,40990,1285.42,465440,MALE,MD,priv-house-serv,video-games,wife,21-01-2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Northbrook,1,1,67300,6730,53840,Dodge,RAM,Commercial,Urban,2000
398,55,815883,02-07-1991,OH,250/500,2000,72731,1305.26,455482,MALE,MD,farming-fishing,skydiving,wife,08-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,1,3,36740,3340,26720,BMW,X5,Private,Urban,1998
9,30,258265,10-04-1994,IL,100/300,1000,40990,1073.83,438877,FEMALE,High School,machine-op-inspct,dancing,not-in-family,02-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbrook,0,0,85690,15580,54530,BMW,3 Series,Commercial,Urban,2011
115,31,569714,04-12-2005,OH,500/1000,1000,40990,1051.67,479824,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,01-03-2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Riverwood,0,3,34160,0,29890,Audi,A5,Commercial,Urban,2005
280,48,180008,16-07-2014,IL,250/500,1000,85030,1387.35,477415,MALE,JD,transport-moving,paintball,not-in-family,04-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,2,2,61320,10220,40880,BMW,M5,Private,Urban,1998
254,45,633375,17-09-2003,IL,250/500,500,33285,1083.64,614372,MALE,JD,other-service,paintball,husband,27-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Columbus,0,0,79680,13280,53120,BMW,3 Series,Private,Urban,2004
141,30,556538,15-07-2000,IL,250/500,1000,70235,1851.78,465248,FEMALE,High School,craft-repair,exercise,other-relative,09-02-2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,1,0,61740,6860,48020,Audi,A3,Private,Rural,2002
441,55,669501,29-07-2009,IN,250/500,500,0,1270.29,449421,MALE,College,armed-forces,exercise,husband,19-02-2015,Parked Car,Others,Minor Damage,VA,Arlington,0,0,6400,640,5120,Honda,Civic,Private,Urban,2002
381,55,963761,13-04-1991,OH,500/1000,500,24396,1459.99,445856,FEMALE,MD,other-service,chess,wife,12-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,1,2,60600,12120,42420,Accura,TL,Commercial,Urban,2011
191,38,753005,20-11-2005,IL,100/300,2000,0,1253.44,608525,FEMALE,Masters,craft-repair,sleeping,not-in-family,07-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,2,0,56320,10240,40960,Volkswagen,Jetta,Private,Rural,2007
145,34,454758,20-05-1990,IN,100/300,1000,36354,1142.48,608813,FEMALE,JD,priv-house-serv,sleeping,other-relative,13-01-2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,2,0,52250,9500,38000,Suburu,Legacy,Commercial,Rural,2012
479,60,698589,28-11-2002,IL,500/1000,1000,111718,1188.45,459295,FEMALE,MD,exec-managerial,camping,other-relative,18-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,0,3,53900,5390,37730,Saab,95,Private,Rural,2006
215,35,330119,15-06-2004,IL,500/1000,1000,42225,1125.4,606144,MALE,Masters,adm-clerical,yachting,husband,15-01-2015,Vehicle Theft,Others,Trivial Damage,WV,Columbus,2,1,2640,220,1980,Jeep,Wrangler,Commercial,Urban,2001
41,33,164464,26-09-2010,OH,250/500,500,0,1294.41,476315,MALE,High School,transport-moving,sleeping,husband,23-02-2015,Vehicle Theft,Others,Minor Damage,NC,Arlington,0,0,8970,1380,6210,Dodge,Neon,Commercial,Urban,2011
45,31,927354,15-09-1990,IN,100/300,500,29161,1459.5,475891,MALE,MD,priv-house-serv,movies,not-in-family,17-02-2015,Parked Car,Others,Minor Damage,NY,Springfield,1,3,6000,1000,4000,Suburu,Impreza,Commercial,Urban,2000
156,38,231508,16-09-2009,IL,100/300,500,32708,1367.99,462525,MALE,High School,armed-forces,board-games,own-child,17-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbend,0,3,55200,11040,38640,Saab,92x,Commercial,Urban,1998
246,45,272910,12-08-1999,IN,250/500,500,32364,1594.37,606283,MALE,Associate,exec-managerial,board-games,own-child,18-01-2015,Parked Car,Others,Trivial Damage,SC,Riverwood,0,3,7260,660,5280,Saab,92x,Private,Urban,2008
178,39,305758,08-03-2009,IL,100/300,500,93522,1035.99,465252,FEMALE,JD,exec-managerial,sleeping,own-child,17-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2,0,64680,11760,41160,Jeep,Wrangler,Private,Urban,2010
237,43,950542,27-04-2009,OH,250/500,500,101191,911.53,449979,FEMALE,PhD,sales,basketball,husband,25-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Northbrook,0,1,59200,0,47360,Chevrolet,Malibu,Commercial,Urban,1998
127,34,291544,02-08-2006,OH,500/1000,500,95584,1319.97,604681,FEMALE,Associate,craft-repair,paintball,own-child,06-01-2015,Vehicle Theft,Others,Minor Damage,NC,Arlington,1,3,4700,470,3290,Saab,92x,Commercial,Rural,1998
1,33,388616,06-12-1995,OH,250/500,2000,59473,1391.63,466390,MALE,Associate,sales,video-games,husband,26-02-2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,0,3,69400,6940,55520,Mercedes,C300,Private,Urban,2000
5,21,577992,13-11-2002,IN,250/500,500,22899,915.41,612316,FEMALE,High School,exec-managerial,sleeping,own-child,11-02-2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,0,0,40500,4050,32400,Nissan,Pathfinder,Private,Rural,1998
64,28,342830,09-11-1991,IL,500/1000,1000,5063,1468.82,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,13-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Riverwood,2,1,60000,5000,45000,Honda,Accord,Commercial,Urban,1997
142,30,491170,14-01-1998,IN,500/1000,500,0,1412.76,603260,MALE,PhD,armed-forces,basketball,wife,10-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Riverwood,2,3,67320,11220,44880,Volkswagen,Jetta,Commercial,Urban,1996
97,27,175553,25-04-2002,OH,500/1000,500,40205,1588.26,434370,FEMALE,High School,tech-support,movies,husband,24-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Riverwood,2,1,75690,8410,58870,Saab,95,Private,Rural,2014
121,31,439341,20-07-1991,IN,100/300,1000,44315,1140.91,478388,MALE,Associate,adm-clerical,paintball,other-relative,15-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Northbend,1,2,64300,6430,51440,Chevrolet,Silverado,Private,Urban,2002
225,43,221186,13-08-2004,OH,100/300,1000,28395,1517.54,617883,MALE,JD,priv-house-serv,camping,own-child,09-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,2,0,64400,6440,51520,BMW,X5,Commercial,Urban,2011
425,53,868031,24-06-1990,OH,250/500,2000,82407,912.29,464808,FEMALE,High School,priv-house-serv,paintball,husband,31-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbend,1,2,97080,16180,64720,Saab,92x,Commercial,Urban,2005
285,44,844117,21-08-1991,OH,250/500,2000,82407,1144.3,609458,MALE,MD,priv-house-serv,base-jumping,not-in-family,04-02-2015,Vehicle Theft,Others,Minor Damage,WV,Northbrook,1,0,5500,500,4500,Honda,Civic,Commercial,Urban,2010
192,38,744557,25-02-2011,IN,500/1000,1000,26177,1281.43,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,30-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,0,2,30700,3070,21490,Jeep,Wrangler,Commercial,Urban,2010
285,48,159536,04-02-2013,IL,100/300,2000,9157,1101.85,457875,FEMALE,College,sales,dancing,wife,27-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,PA,Springfield,1,2,33480,3720,26040,Nissan,Pathfinder,Private,Urban,2012
98,26,727109,20-02-2001,IN,500/1000,2000,30504,1082.1,477268,MALE,JD,exec-managerial,kayaking,other-relative,05-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,0,1,65430,14540,43620,Jeep,Wrangler,Private,Urban,2001
175,36,155604,03-03-1992,OH,500/1000,500,23514,1185.44,437580,MALE,Masters,exec-managerial,kayaking,not-in-family,30-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Northbend,2,1,42680,3880,31040,Accura,RSX,Private,Rural,2006
259,45,608443,21-12-2006,IL,500/1000,2000,23514,1175.07,457121,MALE,MD,craft-repair,movies,not-in-family,03-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,1,1,87780,7980,71820,Honda,CRV,Private,Rural,2011
140,36,117862,14-07-2000,OH,500/1000,2000,53021,979.26,436364,FEMALE,JD,transport-moving,cross-fit,own-child,01-03-2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Riverwood,0,2,72800,14560,43680,Honda,Accord,Commercial,Urban,1998
231,37,991553,12-12-1991,OH,250/500,500,31530,920.81,467654,FEMALE,High School,sales,chess,wife,13-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,2,0,71190,0,63280,Mercedes,C300,Private,Rural,1997
186,38,727443,01-07-2013,OH,100/300,500,34682,922.85,471148,MALE,High School,adm-clerical,golf,husband,25-02-2015,Vehicle Theft,Others,Trivial Damage,NY,Hillsdale,1,1,3600,400,2800,Honda,Civic,Private,Urban,1999
229,41,378587,16-12-1998,OH,250/500,2000,53598,1107.59,468202,MALE,PhD,tech-support,chess,not-in-family,23-01-2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Columbus,1,3,62640,10440,41760,Mercedes,C300,Private,Urban,2009
180,36,420948,03-01-2015,IL,100/300,500,157263,1272.46,456959,MALE,College,prof-specialty,exercise,wife,19-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,2,1,69630,12660,50640,Toyota,Corolla,Private,Urban,1998
188,33,457188,01-04-1994,IL,250/500,1000,77719,1340.24,447274,MALE,High School,protective-serv,chess,own-child,08-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,1,0,76010,13820,55280,Dodge,RAM,Commercial,Urban,1995
214,40,118236,15-08-2000,OH,100/300,1000,58086,1648,608405,MALE,JD,transport-moving,base-jumping,not-in-family,04-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbrook,1,0,44220,8040,32160,Accura,MDX,Private,Urban,2000
178,38,987524,13-11-2014,IL,250/500,500,111427,1381.14,472253,FEMALE,College,other-service,camping,wife,22-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,0,3,57200,5200,41600,BMW,M5,Commercial,Urban,2011
55,35,490596,04-02-2011,IL,500/1000,500,28182,1198.44,438923,MALE,MD,priv-house-serv,polo,wife,14-01-2015,Vehicle Theft,Others,Minor Damage,WV,Columbus,0,3,3080,560,1960,Nissan,Ultima,Private,Urban,1998
90,31,524215,24-06-1990,OH,250/500,2000,21746,951.27,607131,FEMALE,PhD,other-service,hiking,not-in-family,06-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,1,0,75790,13780,55120,Accura,RSX,Private,Urban,2007
135,30,913464,21-01-2009,IN,500/1000,2000,65009,1341.24,601701,FEMALE,MD,farming-fishing,skydiving,wife,19-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Riverwood,0,1,32670,5940,23760,Honda,Accord,Private,Urban,2003
277,46,398484,07-11-1992,IL,250/500,2000,21990,1177.57,469220,FEMALE,Associate,adm-clerical,video-games,husband,24-01-2015,Vehicle Theft,Others,Minor Damage,VA,Arlington,2,3,3870,430,2580,Jeep,Wrangler,Private,Urban,2010
211,38,752504,15-05-1997,IN,250/500,1000,113498,1055.09,433250,FEMALE,Masters,transport-moving,video-games,own-child,27-01-2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,0,3,91520,8320,66560,BMW,X6,Commercial,Urban,2005
156,32,449263,20-03-1992,IL,250/500,500,66803,1479.48,444413,MALE,Masters,prof-specialty,bungie-jumping,unmarried,13-01-2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,1,3,74690,6790,54320,Dodge,RAM,Private,Urban,2008
84,30,844007,17-07-1995,IN,500/1000,2000,0,1827.38,433593,MALE,Associate,priv-house-serv,polo,other-relative,15-01-2015,Vehicle Theft,Others,Trivial Damage,VA,Springfield,1,3,4620,420,3360,Audi,A5,Private,Urban,1998
136,32,686522,27-12-2000,IN,100/300,500,49121,1169.62,458143,FEMALE,JD,sales,yachting,not-in-family,04-02-2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,0,0,55000,10000,35000,Toyota,Camry,Commercial,Rural,2008
310,48,670142,06-08-1999,IN,100/300,500,91434,1516.34,474167,FEMALE,JD,adm-clerical,sleeping,unmarried,04-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Springfield,0,2,59400,13200,39600,Saab,93,Commercial,Urban,1996
123,34,607687,03-03-2007,OH,500/1000,2000,14369,1270.21,476413,FEMALE,College,sales,sleeping,husband,14-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,PA,Columbus,1,1,55260,6140,49120,Nissan,Ultima,Private,Rural,2000
243,44,967713,25-12-1997,IL,250/500,500,14369,809.11,600208,MALE,JD,craft-repair,polo,other-relative,27-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Springfield,2,1,51400,5140,35980,Honda,Civic,Private,Rural,1996
36,37,291902,06-11-2013,IL,500/1000,1000,119869,1115.81,618926,FEMALE,Masters,machine-op-inspct,reading,husband,12-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Columbus,1,3,48780,5420,32520,Dodge,Neon,Commercial,Urban,2008
146,31,149839,21-09-1990,OH,100/300,1000,17686,1457.65,606219,FEMALE,College,armed-forces,camping,own-child,03-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Riverwood,1,3,52380,5820,40740,Toyota,Highlander,Private,Urban,2010
154,34,840225,05-10-1999,OH,100/300,1000,118861,1041.36,448436,FEMALE,JD,priv-house-serv,cross-fit,husband,26-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,2,3,74360,13520,47320,Toyota,Highlander,Private,Rural,2005
204,40,643226,07-04-1992,OH,250/500,1000,0,1693.83,447976,MALE,High School,protective-serv,polo,other-relative,09-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,1,0,53400,5340,42720,Honda,CRV,Commercial,Urban,2003
458,59,535879,05-03-2009,IN,100/300,1000,50086,1685.69,472236,FEMALE,High School,protective-serv,hiking,wife,17-02-2015,Single Vehicle Collision,Front Collision,Total Loss,VA,Hillsdale,2,2,71800,14360,43080,Jeep,Grand Cherokee,Commercial,Rural,1995
